id,trial,distance.moved,mean.velocity,time.in.periphery,time.in.center,left.visits.object,left.time.object,left.latency.object,right.visits.object,right.time.object,right.latency.object,freezes,time.freezing,zone.changes,object.side.my.view,object.side.etho.view,time.with.trained.object,time.with.untrained.object,latency.trained.object,latency.untrained.object,prop.time.trained.object,visits.trained.object,visits.untrained.object,rewarding.object.colour,first.choice,distance.moved.in.periphery,distance.moved.in.center,ate,trial.type
w1,1,963.589,3.24779,251.246,47.6466,9,22.422,20.42,6,15.0147,59.6584,73,79.4778,105,L,R,15.0147,22.422,59.6584,20.42,0.401069004,6,9,blue,untrained,870.444,93.145,no,training
w3,1,317.069,4.20104,76.4749,4.00392,3,7.60745,31.631,2,4.60451,3.20314,10,2.20216,21,L,R,4.60451,7.60745,3.20314,31.631,0.377049221,2,3,blue,trained,303.446,13.623,no,training
e1,1,1142.19,3.82397,274.869,24.0235,4,14.6143,59.258,14,51.8508,3.80372,52,20.42,137,L,R,51.8508,14.6143,3.80372,59.258,0.780120695,14,4,blue,trained,1040.32,101.87,no,training
e2,1,1056.44,3.58009,256.251,42.0412,14,47.8468,0,7,19.2188,36.8361,64,29.8292,128,R,L,47.8468,19.2188,0,36.8361,0.713432818,14,7,blue,trained,883.961,172.479,no,training
e3,1,1070.38,3.89982,281.476,11.8116,8,22.0216,96.4945,9,24.8243,8.00784,43,11.6114,114,L,R,24.8243,22.0216,8.00784,96.4945,0.529914037,9,8,blue,trained,1032.31,38.07,no,training
a1,1,1273.84,4.26472,239.034,59.8586,12,33.4327,22.8223,9,17.0167,55.8547,65,17.8174,170,L,R,17.0167,33.4327,55.8547,22.8223,0.337302327,9,12,blue,untrained,1041.4,232.44,no,training
a2,1,1328.23,4.47683,269.063,29.629,11,31.0304,12.6123,9,19.2188,30.8302,28,7.00686,159,L,R,19.2188,31.0304,30.8302,12.6123,0.382469771,9,11,blue,untrained,1129.72,198.51,no,training
a3,1,1666.25,6.01814,285.279,12.8125,17,22.2218,1.40137,7,15.6153,11.211,11,3.60353,213,R,L,22.2218,15.6153,1.40137,11.211,0.587301881,17,7,blue,trained,1557.15,109.1,no,training
b1,1,606.587,2.03081,265.06,33.8331,2,11.8116,61.4602,3,17.6172,97.2953,105,119.517,58,R,L,11.8116,17.6172,61.4602,97.2953,0.401361931,2,3,blue,trained,539.528,67.059,no,training
b2,1,857.423,2.88412,276.27,22.422,7,26.4259,25.8253,4,13.2129,91.0892,73,69.0676,96,L,R,13.2129,26.4259,91.0892,25.8253,0.333332492,4,7,blue,untrained,811.875,45.548,no,training
b3,1,1237.77,4.20885,229.825,68.6672,14,41.841,27.627,10,32.2316,46.8459,49,22.8223,155,L,R,32.2316,41.841,46.8459,27.627,0.435135259,10,14,blue,untrained,1028.17,209.6,yes,training
c1,1,948.768,3.1764,270.064,28.8282,8,25.4249,9.8096,9,24.0235,45.4445,83,39.4386,113,L,R,24.0235,25.4249,45.4445,9.8096,0.485829673,9,8,green,untrained,853.325,95.443,no,training
c2,1,1109.29,3.80044,284.479,13.8135,7,63.4621,12.4122,7,18.6182,109.908,81,24.2237,117,R,L,63.4621,18.6182,12.4122,109.908,0.773170907,7,7,green,trained,1032.88,76.41,yes,training
c3,1,1805.75,6.5695,274.068,23.6231,13,24.2237,32.0314,17,24.0235,0,36,13.2129,242,R,L,24.2237,24.0235,32.0314,0,0.502074732,13,17,green,untrained,1672.13,133.62,no,training
x1,1,991.416,3.31919,232.027,66.8655,6,12.4122,93.2913,8,81.2796,0,61,65.0637,103,L,R,81.2796,12.4122,0,93.2913,0.867520957,8,6,green,trained,836.422,154.994,yes,training
x2,1,899.362,3.011,258.853,40.0392,6,14.4141,91.2894,8,57.4563,0,86,42.4416,99,L,R,57.4563,14.4141,0,91.2894,0.799443164,8,6,green,trained,749.674,149.688,no,training
x3,1,496.024,3.54463,132.33,8.80862,6,16.4161,20.2198,1,2.40235,80.8792,54,14.6143,30,R,L,16.4161,2.40235,20.2198,80.8792,0.872340708,6,1,green,trained,483.638,12.386,no,training
v1,1,527.021,1.76798,295.489,3.40333,4,9.60941,38.4376,4,23.0225,0,112,166.963,38,L,R,23.0225,9.60941,0,38.4376,0.705521068,4,4,green,trained,508.87,18.151,no,training
v2,1,711.204,2.39389,210.606,88.0862,6,15.4151,27.627,6,19.0186,0,113,103.501,70,L,R,19.0186,15.4151,0,27.627,0.552325193,6,6,green,trained,645.083,66.121,no,training
v3,1,415.842,4.25651,92.4906,11.0108,7,32.4318,0.400392,1,2.80274,180.777,21,25.8253,31,R,L,32.4318,2.80274,0.400392,180.777,0.920454758,7,1,green,trained,391.119,24.723,no,training
g1,1,698.221,2.33759,279.474,19.419,5,22.6221,9.8096,4,16.0157,35.0343,76,75.2737,64,R,L,22.6221,16.0157,9.8096,35.0343,0.58549141,5,4,green,trained,656.053,42.168,no,training
g2,1,1187.37,3.97524,271.266,27.627,10,25.8253,32.6319,6,16.2159,50.8498,69,24.2237,128,R,L,25.8253,16.2159,32.6319,50.8498,0.61428551,10,6,green,trained,1008.31,179.06,no,training
g3,1,991.236,3.45522,279.273,17.4171,7,19.0186,38.4376,2,25.2247,82.6809,52,28.0274,109,L,R,25.2247,19.0186,82.6809,38.4376,0.570136043,2,7,green,untrained,962.003,29.233,no,training
w1,2,945.388,3.16509,282.677,16.2159,8,22.0216,26.0255,5,17.0167,8.80862,14,20.42,102,R,L,22.0216,17.0167,26.0255,8.80862,0.564102433,8,5,blue,untrained,899.805,45.583,no,training
w2,2,1044.95,3.49843,257.652,41.2404,9,29.629,108.106,13,35.0343,5.80568,10,12.4122,126,R,L,29.629,35.0343,108.106,5.80568,0.458204267,9,13,blue,untrained,865.248,179.702,no,training
w3,2,1503.13,5.03235,268.463,30.4298,10,24.6241,12.6123,8,17.0167,33.4327,3,5.60549,180,L,R,17.0167,24.6241,33.4327,12.6123,0.408654493,8,10,blue,untrained,1359.2,143.93,no,training
e1,2,1021.01,3.41826,249.244,49.4484,5,22.0216,4.60451,20,81.4798,38.2374,10,11.6114,115,L,R,81.4798,22.0216,38.2374,4.60451,0.787233796,20,5,blue,untrained,844.898,176.112,no,training
e2,2,1004.75,3.36383,248.643,50.2492,6,20.8204,32.6319,6,19.2188,14.6143,18,19.8194,121,L,R,19.2188,20.8204,14.6143,32.6319,0.4799996,6,6,blue,trained,836.251,168.499,no,training
e3,2,1126.64,3.77191,284.879,14.0137,9,28.2276,37.4367,12,44.8439,9.40921,4,1.40137,131,L,R,44.8439,28.2276,9.40921,37.4367,0.613698911,12,9,blue,trained,1042.1,84.54,no,training
a1,2,993.125,3.32491,247.843,51.05,9,33.0323,46.6457,5,19.2188,176.172,10,17.6172,121,R,L,33.0323,19.2188,46.6457,176.172,0.63218382,9,5,blue,trained,849.313,143.812,no,training
a2,2,992.685,3.32344,221.417,77.4759,9,33.4327,4.20412,9,27.8272,31.8312,8,5.0049,122,R,L,33.4327,27.8272,4.20412,31.8312,0.545751789,9,9,blue,trained,750.284,242.401,no,training
a3,2,1427.36,4.77869,287.882,9.8096,15,30.0294,22.6221,15,29.629,14.0137,3,3.60353,162,R,L,30.0294,29.629,22.6221,14.0137,0.503355772,15,15,blue,untrained,1367.17,60.19,no,training
b1,2,424.499,1.42119,178.174,120.718,1,3.00294,177.974,2,7.20706,13.8135,20,109.107,36,R,L,3.00294,7.20706,177.974,13.8135,0.294117532,1,2,blue,untrained,325.849,98.65,no,training
b2,2,886.054,2.96644,221.617,77.2757,6,22.6221,63.6623,11,48.4474,36.2355,19,36.8361,108,R,L,22.6221,48.4474,63.6623,36.2355,0.318309542,6,11,blue,untrained,721.118,164.936,no,training
b3,2,956.801,3.2033,173.37,125.122,13,52.2512,78.0764,11,47.6466,21.2208,10,19.2188,120,R,L,52.2512,47.6466,78.0764,21.2208,0.523046554,13,11,blue,untrained,593.446,363.355,no,training
c1,2,1106.87,3.70573,270.865,28.0274,10,28.0274,32.6319,10,44.0431,13.0127,10,5.60549,141,L,R,44.0431,28.0274,13.0127,32.6319,0.611111342,10,10,green,trained,968.236,138.634,no,training
c2,2,911.521,3.05991,278.272,20.42,3,7.20706,61.26,14,82.4808,6.80666,6,2.80274,79,L,R,82.4808,7.20706,6.80666,61.26,0.919642859,14,3,green,trained,828.472,83.049,no,training
c3,2,1953.03,6.5386,281.075,17.6172,14,26.2257,28.8282,16,31.2306,0,1,0.400392,249,L,R,31.2306,26.2257,0,28.8282,0.543553971,16,14,green,trained,1855.73,97.3,no,training
x1,2,1205.39,4.03556,272.867,26.0255,9,23.8233,14.0137,11,34.0333,28.628,9,18.2178,145,R,L,23.8233,34.0333,14.0137,28.628,0.411764604,9,11,green,trained,1050.4,154.99,no,training
x2,2,735.236,2.46152,248.643,50.2492,3,10.4102,32.2316,8,33.8331,18.2178,19,46.0451,86,R,L,10.4102,33.8331,32.2316,18.2178,0.235294384,3,8,green,untrained,576.444,158.792,no,training
x3,2,548.733,2.37932,228.223,3.00294,3,8.80862,187.784,4,14.2139,104.903,14,22.422,43,L,R,14.2139,8.80862,104.903,187.784,0.617391146,4,3,green,trained,531.674,17.059,no,training
v1,2,436.205,1.46038,281.476,17.4171,4,112.11,1.40137,2,11.0108,142.54,32,76.8753,27,R,L,112.11,11.0108,1.40137,142.54,0.910569132,4,2,green,trained,425.298,10.907,no,training
v2,2,861.348,2.88373,249.044,49.048,12,44.0431,2.80274,7,30.4298,58.0568,9,11.211,95,R,L,44.0431,30.4298,2.80274,58.0568,0.591397676,12,7,green,trained,696.456,164.892,no,training
v3,2,943.355,3.15828,273.268,25.2247,9,23.6231,15.4151,3,7.80764,57.4563,8,34.8341,97,L,R,7.80764,23.6231,57.4563,15.4151,0.248407769,3,9,green,untrained,878.758,64.597,no,training
g1,2,598.172,2.00264,277.071,21.8214,2,6.60647,50.2492,3,23.2227,75.0735,23,68.6672,49,L,R,23.2227,6.60647,75.0735,50.2492,0.77852317,3,2,green,untrained,566.728,31.444,no,training
g2,2,996.669,3.33678,279.273,19.2188,7,17.8174,9.00882,11,39.4386,24.4239,13,21.2208,116,L,R,39.4386,17.8174,24.4239,9.00882,0.688811653,11,7,green,untrained,897.795,98.874,no,training
g3,2,850.047,2.8459,280.475,16.2159,5,12.6123,48.4474,3,6.00588,27.4269,13,19.2188,71,R,L,12.6123,6.00588,48.4474,27.4269,0.677418523,5,3,green,untrained,825.763,24.284,no,training
w1,3,538.017,1.80124,263.858,35.0343,8,97.4955,0,5,20.0196,140.337,17,102.3,42,R,L,97.4955,20.0196,0,140.337,0.829642318,8,5,blue,trained,475.117,62.9,no,training
w2,3,808.629,2.70723,226.622,71.47,9,34.4337,25.0245,8,79.678,53.0519,14,49.8488,81,R,L,34.4337,79.678,25.0245,53.0519,0.301754334,9,8,blue,trained,650.634,157.995,no,training
w3,3,1105.87,3.70239,256.851,41.841,2,3.00294,73.2717,13,41.4406,0,9,7.00686,116,R,L,3.00294,41.4406,73.2717,0,0.067567525,2,13,blue,untrained,963.881,141.989,no,training
e1,3,794.566,2.66015,218.814,80.0784,8,44.4435,109.908,8,28.2276,0,12,12.212,87,L,R,28.2276,44.4435,0,109.908,0.388429513,8,8,blue,trained,572.46,222.106,no,training
e2,3,730.035,2.4441,234.83,64.0627,3,11.6114,85.2835,7,49.6486,33.2325,19,26.0255,73,L,R,49.6486,11.6114,33.2325,85.2835,0.810457068,7,3,blue,trained,557.248,172.787,no,training
e3,3,844.363,2.82687,269.864,29.0284,5,13.0127,63.8625,6,20.42,13.4131,11,42.6417,89,L,R,20.42,13.0127,13.4131,63.8625,0.610779267,6,5,blue,trained,757.438,86.925,no,training
a1,3,960.843,3.21683,258.253,40.6398,11,28.8282,36.2355,2,6.00588,97.4955,8,6.20608,103,L,R,6.00588,28.8282,97.4955,36.2355,0.172413912,2,11,blue,untrained,856.2,104.643,no,training
a2,3,702.92,2.35332,236.632,62.261,4,15.0147,114.913,4,26.4259,49.8488,17,25.0245,74,L,R,26.4259,15.0147,49.8488,114.913,0.637681404,4,4,blue,trained,559.248,143.672,no,training
a3,3,1324.71,4.43502,284.278,14.6143,7,18.2178,0,13,34.0333,22.422,4,4.00392,153,L,R,34.0333,18.2178,22.422,0,0.651341311,13,7,blue,untrained,1257.38,67.33,no,training
b1,3,293.202,0.981619,103.101,195.792,0,0,-,4,29.629,17.2169,21,138.335,18,L,R,29.629,0,17.2169,300,1,4,0,blue,trained,115.469,177.733,no,training
b2,3,681.528,2.2817,213.209,85.6839,5,38.0372,47.8468,4,14.6143,79.8782,23,76.4749,71,L,R,14.6143,38.0372,79.8782,47.8468,0.277566641,4,5,blue,untrained,595.674,85.854,no,training
b3,3,759.796,2.54374,127.325,171.568,14,83.2815,6.80666,6,23.2227,131.128,6,4.60451,97,L,R,23.2227,83.2815,131.128,6.80666,0.218044922,6,14,blue,untrained,300.227,459.569,no,training
c1,3,637.752,2.13515,232.828,65.8645,6,60.8596,0.400392,7,39.0382,53.0519,38,65.8645,73,L,R,39.0382,60.8596,53.0519,0.400392,0.390781379,7,6,green,untrained,477.128,160.624,no,training
c2,3,885.624,2.965,271.266,27.0265,14,100.098,24.6241,7,24.8243,0,26,29.0284,87,R,L,100.098,24.8243,24.6241,0,0.801282077,14,7,green,untrained,782.643,102.981,no,training
c3,3,2049.15,6.86041,273.868,24.6241,10,16.4161,24.6241,18,30.2296,1.20118,1,0.600588,270,R,L,16.4161,30.2296,24.6241,1.20118,0.351931689,10,18,green,untrained,1888.79,160.36,no,training
x1,3,470.518,1.57526,188.184,110.708,0,0,-,10,64.4631,0.400392,39,78.2766,47,L,R,64.4631,0,0.400392,300,1,10,0,green,trained,314.656,155.862,no,training
x2,3,1011.14,3.38523,229.825,69.0676,5,14.0137,15.6153,10,128.926,4.20412,23,33.0323,118,L,R,128.926,14.0137,4.20412,15.6153,0.901960757,10,5,green,trained,693.01,318.13,yes,training
x3,3,782.699,2.62042,271.065,27.0265,4,20.0196,20.2198,3,14.4141,54.4533,20,34.6339,74,L,R,14.4141,20.0196,54.4533,20.2198,0.418604449,3,4,green,untrained,719.108,63.591,no,training
v1,3,794.281,2.65919,261.656,37.2365,6,19.419,53.6525,7,68.0666,1.00098,31,26.2257,83,L,R,68.0666,19.419,1.00098,53.6525,0.778032042,7,6,green,trained,637.34,156.941,no,training
v2,3,764.481,2.55943,275.47,23.2227,6,34.8341,6.00588,5,16.0157,53.6525,16,19.2188,74,L,R,16.0157,34.8341,53.6525,6.00588,0.314960924,5,6,green,untrained,684.819,79.662,no,training
v3,3,943.583,3.15905,254.449,43.8429,13,108.506,0,3,10.21,84.0823,7,16.6163,108,R,L,108.506,10.21,0,84.0823,0.913996428,13,3,green,trained,804.81,138.773,no,training
g1,3,433.872,1.45257,246.241,52.6515,5,25.0245,28.8282,3,22.8223,86.0843,21,134.131,36,R,L,25.0245,22.8223,28.8282,86.0843,0.523013033,5,3,green,trained,352.815,81.057,no,training
g2,3,388.128,1.29942,211.807,87.0853,4,124.322,3.20314,2,5.40529,266.261,38,143.14,20,R,L,124.322,5.40529,3.20314,266.261,0.958333439,4,2,green,trained,266.642,121.486,no,training
g3,3,158.456,0.530499,272.267,26.2257,1,20.2198,191.187,2,25.0245,91.89,44,152.549,0,R,L,20.2198,25.0245,191.187,91.89,0.446902704,1,2,green,untrained,148.947,9.509,no,training
w1,4,764.853,2.54871,295.089,5.2051,5,12.212,16.2159,4,13.4131,38.0372,23,91.2894,71,L,R,13.4131,12.212,38.0372,16.2159,0.523436006,4,5,blue,untrained,706.487,58.366,no,training
w2,4,1020.23,3.39971,224.019,76.0745,10,31.8312,13.2129,8,29.8292,42.8419,12,32.0314,117,L,R,29.8292,31.8312,42.8419,13.2129,0.483765918,8,10,blue,untrained,801.943,218.287,no,training
w3,4,1479.03,4.92855,245.64,54.4533,10,24.0235,23.6231,9,25.6251,6.00588,3,2.20216,185,R,L,24.0235,25.6251,23.6231,6.00588,0.483870643,10,9,blue,untrained,1245.11,233.92,no,training
e1,4,912.528,3.04081,279.474,20.8204,5,20.2198,30.8302,9,43.4425,8.80862,9,14.6143,97,R,L,20.2198,43.4425,30.8302,8.80862,0.317610265,5,9,blue,untrained,861.156,51.372,no,training
e2,4,771.053,2.56937,226.021,74.0725,4,16.2159,46.6457,9,53.4523,7.40725,18,59.6584,86,R,L,16.2159,53.4523,46.6457,7.40725,0.232758992,4,9,blue,untrained,580.773,190.28,no,training
e3,4,1070.2,3.56622,262.257,37.837,8,41.2404,16.2159,10,67.6662,2.60255,17,36.6359,128,L,R,67.6662,41.2404,2.60255,16.2159,0.621323226,10,8,blue,trained,864.178,206.022,no,training
a1,4,1092.9,3.64185,264.259,36.0353,9,27.8272,54.6535,6,24.0235,109.507,10,12.8125,134,R,L,27.8272,24.0235,54.6535,109.507,0.536679351,9,6,blue,trained,965.803,127.097,no,training
a2,4,735.058,2.44943,198.594,101.499,6,13.0127,40.4396,7,33.2325,54.4533,25,36.8361,85,R,L,13.0127,33.2325,40.4396,54.4533,0.281384879,6,7,blue,trained,496.969,238.089,no,training
a3,4,1343.59,4.47724,283.478,15.8155,9,15.2149,4.8047,16,42.2414,17.8174,2,2.60255,154,R,L,15.2149,42.2414,4.8047,17.8174,0.264808211,9,16,blue,trained,1281.2,62.39,no,training
b2,4,933.667,3.12794,221.617,76.8753,9,21.8214,68.8674,10,29.8292,37.6368,15,44.6437,108,L,R,29.8292,21.8214,37.6368,68.8674,0.577518945,10,9,blue,trained,761.788,171.879,no,training
b3,4,1068.94,3.56202,248.043,52.051,15,46.0451,40.0392,6,20.0196,18.418,9,19.6192,126,L,R,20.0196,46.0451,18.418,40.0392,0.303030211,6,15,blue,trained,874.945,193.995,no,training
c1,4,514.755,1.71531,229.425,70.8694,4,202.198,38.6378,6,14.2139,0.800784,66,98.096,37,R,L,202.198,14.2139,38.6378,0.800784,0.934320155,4,6,green,untrained,289.905,224.85,yes,training
c2,4,763.014,2.54259,271.266,28.8282,8,72.2708,29.2286,8,33.2325,0,18,21.421,57,R,L,72.2708,33.2325,29.2286,0,0.685009853,8,8,green,untrained,635.186,127.828,yes,training
c3,4,1470.5,4.90015,278.873,20.8204,12,103.501,35.0343,12,24.2237,0,10,4.20412,169,R,L,103.501,24.2237,35.0343,0,0.810344436,12,12,green,untrained,1357.18,113.32,yes,training
x1,4,735.911,2.47873,246.441,51.2502,11,152.549,44.8439,4,27.0265,0,35,41.4406,68,R,L,152.549,27.0265,44.8439,0,0.849497844,11,4,green,untrained,572.964,162.947,yes,training
x2,4,760.649,2.5347,201.597,98.4964,4,16.8165,7.80764,7,27.4269,37.2365,19,28.0274,85,R,L,16.8165,27.4269,7.80764,37.2365,0.38009059,4,7,green,trained,479.965,280.684,no,training
x3,4,703.852,2.34544,298.692,1.60157,6,14.2139,121.719,3,10.6104,148.946,12,64.2629,57,R,L,14.2139,10.6104,121.719,148.946,0.572580093,6,3,green,trained,697.332,6.52,no,training
v1,4,266.217,0.887114,283.678,16.6163,3,14.4141,80.679,1,61.0598,0,13,217.213,3,L,R,61.0598,14.4141,0,80.679,0.809018747,1,3,green,trained,256.448,9.769,no,training
v2,4,959.086,3.19595,276.07,24.2237,7,33.2325,58.8576,3,18.2178,36.0353,9,3.00294,99,L,R,18.2178,33.2325,36.0353,58.8576,0.354085399,3,7,green,trained,852.388,106.698,no,training
v3,4,933.746,3.11151,265.26,34.8341,7,25.4249,3.00294,7,56.0549,52.8517,9,10.21,103,L,R,56.0549,25.4249,52.8517,3.00294,0.687960697,7,7,green,untrained,784.674,149.072,no,training
g1,4,377.976,1.25953,277.472,22.8223,3,17.2169,42.2414,5,31.2306,0,28,133.331,24,L,R,31.2306,17.2169,0,42.2414,0.64462769,5,3,green,trained,324.966,53.01,no,training
g2,4,866.419,2.88716,258.853,41.4406,5,18.8184,0,10,48.8478,44.0431,24,71.2698,95,L,R,48.8478,18.8184,44.0431,0,0.721893649,10,5,green,untrained,686.168,180.251,no,training
g3,4,363.41,1.21099,172.769,126.324,2,9.20902,75.2737,5,64.2629,42.4416,20,26.4259,35,L,R,64.2629,9.20902,42.4416,75.2737,0.874659326,5,2,green,trained,216.093,147.317,no,training
w1,5,875.726,2.92012,291.886,8.20804,17,41.6408,7.20706,0,0,-,13,30.8302,72,L,R,0,41.6408,300,7.20706,0,0,17,blue,untrained,851.578,24.148,no,training
w2,5,697.029,2.32426,248.043,51.05,14,145.342,0,4,20.2198,37.2365,10,23.4229,74,L,R,20.2198,145.342,37.2365,0,0.122128414,4,14,blue,untrained,502.886,194.143,no,training
w3,5,1091.55,3.63979,231.827,67.8664,11,31.2306,27.627,6,18.6182,83.8821,9,40.84,134,L,R,18.6182,31.2306,83.8821,27.627,0.373493444,6,11,blue,untrained,896.7,194.85,yes,training
e1,5,683.213,2.27818,284.879,15.2149,1,10.8106,207.003,18,73.0715,19.2188,16,43.0421,55,L,R,73.0715,10.8106,19.2188,207.003,0.871121491,18,1,blue,trained,644.123,39.09,yes,training
e2,5,525.151,1.75113,218.013,82.0804,5,18.0176,64.6633,5,146.543,20.8204,39,104.302,44,L,R,146.543,18.0176,20.8204,64.6633,0.890510851,5,5,blue,trained,326.744,198.407,yes,training
e3,5,765.03,2.55101,173.97,125.323,6,22.0216,167.764,12,114.112,0,15,28.0274,88,L,R,114.112,22.0216,0,167.764,0.838235381,12,6,blue,trained,437.06,327.97,yes,training
a1,5,519.777,1.7332,134.532,165.562,1,3.20314,291.285,3,15.8155,179.776,13,6.80666,37,L,R,15.8155,3.20314,179.776,291.285,0.831578914,3,1,blue,trained,204.308,315.469,yes,training
a2,5,585.043,1.95084,145.943,154.151,5,15.6153,68.0666,4,4.40431,169.766,13,19.8194,52,L,R,4.40431,15.6153,169.766,68.0666,0.21999979,4,5,blue,untrained,256.94,328.103,yes,training
a3,5,999.877,3.33411,217.413,81.4798,10,44.6437,0,13,32.0314,24.0235,0,0,119,L,R,32.0314,44.6437,24.0235,0,0.417754917,13,10,blue,untrained,676.464,323.413,no,training
b2,5,462.534,1.54233,149.947,150.147,7,90.889,1.40137,2,21.2208,71.2698,24,61.6604,39,L,R,21.2208,90.889,71.2698,1.40137,0.189285861,2,7,blue,untrained,258.103,204.431,no,training
b3,5,759.376,2.53215,123.521,175.772,7,37.0363,49.6486,5,34.8341,0,5,8.80862,93,L,R,34.8341,37.0363,0,49.6486,0.484679367,5,7,blue,trained,309.647,449.729,yes,training
c1,5,289.749,0.966171,285.479,14.6143,2,133.13,166.563,2,10.4102,0,41,154.551,0,R,L,133.13,10.4102,166.563,0,0.927475369,2,2,green,untrained,241.177,48.572,yes,training
c2,5,250.157,0.834152,294.889,4.8047,3,254.049,45.6447,1,3.60353,7.80764,75,61.4602,0,R,L,254.049,3.60353,45.6447,7.80764,0.986013993,3,1,green,untrained,241.684,8.473,yes,training
c3,5,730.218,2.43493,276.471,23.4229,8,215.211,19.6192,4,16.4161,0,16,12.0118,46,R,L,215.211,16.4161,19.6192,0,0.929127032,8,4,green,untrained,638.042,92.176,yes,training
x1,5,281.2,0.937666,266.06,33.8331,3,255.65,35.2345,1,16.6163,11.0108,76,108.506,0,R,L,255.65,16.6163,35.2345,11.0108,0.938970412,3,1,green,untrained,217.289,63.911,yes,training
x2,5,639.218,2.13148,179.976,120.118,4,57.6564,11.8116,3,11.8116,105.103,19,20.2198,70,R,L,57.6564,11.8116,11.8116,105.103,0.829970634,4,3,green,trained,406.037,233.181,no,training
x3,5,672.593,2.24277,282.677,17.2169,4,9.00882,58.4572,4,16.2159,209.405,24,67.0657,64,R,L,9.00882,16.2159,58.4572,209.405,0.357142517,4,4,green,trained,618.399,54.194,no,training
v1,5,497.343,1.6584,206.602,93.4915,5,153.15,17.6172,3,22.8223,0,51,74.8733,42,R,L,153.15,22.8223,17.6172,0,0.870307429,5,3,green,untrained,380.382,116.961,yes,training
v2,5,217.748,0.726083,275.87,24.2237,2,279.073,12.8125,0,0,-,78,124.722,0,R,L,279.073,0,12.8125,300,1,2,0,green,trained,176.661,41.087,yes,training
v3,5,899.174,2.99831,277.872,21.421,6,20.8204,0,2,6.20608,174.571,13,33.8331,94,R,L,20.8204,6.20608,0,174.571,0.770370392,6,2,green,trained,787.276,111.898,no,training
g1,5,488.466,1.6288,274.469,25.6251,5,22.2218,1.60157,1,7.60745,160.557,18,104.502,40,R,L,22.2218,7.60745,1.60157,160.557,0.744966769,5,1,green,trained,407.283,81.183,no,training
g2,5,463.856,1.54674,272.667,27.4269,6,227.222,0,2,3.40333,208.404,9,19.6192,40,R,L,227.222,3.40333,0,208.404,0.985243035,6,2,green,trained,330.408,133.448,no,training
g3,5,553.218,1.84472,237.032,62.6613,2,12.6123,269.664,7,43.8429,5.40529,11,7.00686,47,R,L,12.6123,43.8429,269.664,5.40529,0.22340369,2,7,green,untrained,436.451,116.767,no,training
w1,6,211.971,0.716871,205.001,92.4906,3,206.202,89.2874,0,0,-,53,150.948,0,R,L,206.202,0,89.2874,300,1,3,0,blue,trained,166.105,45.866,no,training
w2,6,0,0,0,0.800784,0,0,-,1,0.800784,0,-,-,0,R,L,0,0.800784,300,0,0,0,1,blue,untrained,0,0,no,training
w3,6,922.437,3.13874,167.764,131.729,14,79.2776,26.2257,5,25.0245,114.913,6,18.2178,124,R,L,79.2776,25.0245,26.2257,114.913,0.760076739,14,5,blue,trained,544.967,377.47,yes,training
