id,trial,distance.moved,mean.velocity,time.in.periphery,time.in.center,left.visits.object,left.time.object,left.latency.object,right.visits.object,right.time.object,right.latency.object,freezes,time.freezing,zone.changes,object.side.my.view,object.side.etho.view,time.with.trained.object,time.with.untrained.object,latency.trained.object,latency.untrained.object,prop.time.trained.object,visits.trained.object,visits.untrained.object,rewarding.object.colour,first.choice,distance.moved.in.periphery,distance.moved.in.center,ate,trial.type
v1,11,298.185,0.994304,263.258,36.8361,4,228.023,59.6584,3,47.4465,0,60,164.161,5,R,L,228.023,47.4465,59.6584,0,0.827761331,4,3,green,untrained,201.453,96.732,yes,training
v2,11,242.489,0.808585,271.266,28.8282,1,246.241,53.8527,2,33.6329,0,102,103.101,0,R,L,246.241,33.6329,53.8527,0,0.87982838,1,2,green,untrained,179.998,62.491,yes,training
v3,11,481.069,1.9489,174.571,72.0706,6,92.6907,53.0519,4,64.8635,125.122,16,52.2512,40,R,L,92.6907,64.8635,53.0519,125.122,0.588309928,6,4,green,trained,320.816,160.253,no,training
g1,11,440.842,1.46999,209.805,90.2884,3,32.0314,7.00686,7,27.4269,34.8341,37,112.31,42,R,L,32.0314,27.4269,7.00686,34.8341,0.538720414,3,7,green,trained,248.412,192.43,no,training
g2,11,580.084,1.93559,259.054,40.84,9,207.403,0.200196,3,11.211,176.973,16,43.6427,56,R,L,207.403,11.211,0.200196,176.973,0.948717831,9,3,green,trained,414.623,165.461,no,training
g3,11,323.081,1.11683,172.769,115.913,0,0,-,9,118.516,10.6104,21,91.0892,23,R,L,0,118.516,300,10.6104,0,0,9,green,untrained,133.959,189.122,no,training
w1,12,572.644,1.90949,203.399,96.6947,5,187.183,30.0294,4,27.0265,0,62,80.2786,49,R,L,187.183,27.0265,30.0294,0,0.873831459,5,4,blue,untrained,243.822,328.822,yes,training
w2,12,860.879,2.87062,171.768,127.325,9,76.2747,56.2551,13,80.4788,8.40823,10,6.40627,106,R,L,76.2747,80.4788,56.2551,8.40823,0.486590092,9,13,blue,untrained,456.538,404.341,yes,training
w3,12,729.204,2.43154,82.6809,217.413,3,19.0186,165.162,12,70.2688,24.0235,13,54.6535,88,R,L,19.0186,70.2688,165.162,24.0235,0.213004298,3,12,blue,untrained,269.619,459.585,yes,training
e1,12,332.959,1.11026,268.663,31.4308,1,234.43,34.8341,4,42.6417,0,75,136.333,4,R,L,234.43,42.6417,34.8341,0,0.846098681,1,4,blue,untrained,236.438,96.521,yes,training
e2,12,374.067,1.24733,190.587,109.507,6,191.788,12.6123,3,18.2178,143.541,74,101.7,16,R,L,191.788,18.2178,12.6123,143.541,0.913250967,6,3,blue,trained,151.423,222.644,yes,training
e3,12,656.483,2.19052,173.17,126.524,4,32.2316,185.181,10,96.4945,31.0304,8,30.8302,69,R,L,32.2316,96.4945,185.181,31.0304,0.250389004,4,10,blue,untrained,338.39,318.093,no,training
a1,12,748.727,2.49664,221.417,78.4768,8,151.949,69.468,6,45.4445,0,36,34.2335,70,R,L,151.949,45.4445,69.468,0,0.76977712,8,6,blue,untrained,504.628,244.099,yes,training
a2,12,608.559,2.02925,222.818,77.0755,7,181.978,2.40235,2,3.00294,169.366,46,89.6878,61,R,L,181.978,3.00294,2.40235,169.366,0.983766219,7,2,blue,trained,303.462,305.097,yes,training
a3,12,610.496,2.03571,155.152,144.341,5,16.6163,122.92,7,29.2286,8.60843,19,20.42,64,R,L,16.6163,29.2286,122.92,8.60843,0.362445986,5,7,blue,untrained,316.371,294.125,no,training
b2,12,439.816,1.46658,227.423,71.2698,8,140.538,47.4465,8,80.8792,9.20902,35,31.4308,34,R,L,140.538,80.8792,47.4465,9.20902,0.634720338,8,8,blue,untrained,272.748,167.068,no,training
b3,12,357.618,1.19248,145.542,154.151,0,0,-,5,23.0225,0,26,60.259,29,R,L,0,23.0225,300,0,0,0,5,blue,untrained,176.02,181.598,yes,training
c1,12,361.253,1.2046,241.436,58.6574,3,31.631,0,3,212.008,76.8753,61,101.7,3,L,R,212.008,31.631,76.8753,0,0.870172674,3,3,green,untrained,253.372,107.881,yes,training
c2,12,571.153,1.90452,251.847,48.2472,2,6.20608,135.733,10,174.571,0,41,39.839,41,L,R,174.571,6.20608,0,135.733,0.965669984,10,2,green,trained,430.568,140.585,yes,training
c3,12,1207.95,4.02791,248.243,51.2502,17,27.8272,75.2737,12,145.142,0,4,1.80176,130,L,R,145.142,27.8272,0,75.2737,0.839120491,12,17,green,trained,976.262,231.688,yes,training
x1,12,360.171,1.201,247.442,52.6515,0,0,-,9,248.844,10.8106,63,80.679,6,L,R,248.844,0,10.8106,300,1,9,0,green,trained,255.493,104.678,yes,training
x2,12,442.309,1.47488,265.26,34.8341,5,23.0225,6.80666,2,238.233,46.2453,54,64.0627,11,L,R,238.233,23.0225,46.2453,6.80666,0.911877453,2,5,green,untrained,349.565,92.744,yes,training
x3,12,230.226,1.28492,59.258,120.118,0,0,-,5,69.2678,120.718,24,18.6182,3,L,R,69.2678,0,120.718,300,1,5,0,green,trained,66.3177,163.9083,no,training
v1,12,397.65,1.32597,256.251,43.8429,2,7.80764,232.227,5,240.836,0,65,103.902,15,L,R,240.836,7.80764,0,232.227,0.968599076,5,2,green,trained,277.162,120.488,yes,training
v2,12,178.194,0.594192,292.887,7.20706,0,0,-,1,300.094,0,100,146.343,0,L,R,300.094,0,0,300,1,1,0,green,trained,169.225,8.969,yes,training
v3,12,309.069,1.03059,258.453,41.6408,1,6.00588,207.403,3,243.038,0,58,68.6672,0,L,R,243.038,6.00588,0,207.403,0.97588425,3,1,green,trained,238.822,70.247,yes,training
g1,12,571.709,1.90637,226.422,73.6721,5,16.6163,0,6,69.0676,62.8615,35,92.4906,56,L,R,69.0676,16.6163,62.8615,0,0.80607442,6,5,green,untrained,402.794,168.915,yes,training
g2,12,1026.04,3.42133,194.39,105.303,10,42.8419,44.0431,10,129.126,0,15,39.0382,141,L,R,129.126,42.8419,0,44.0431,0.750872692,10,10,green,trained,480.412,545.628,yes,training
g3,12,532.834,1.86384,166.763,118.516,0,0,-,17,136.333,14.0137,4,5.0049,59,L,R,136.333,0,14.0137,300,1,17,0,green,trained,275.751,257.083,no,training
w1,13,466.599,1.55588,174.371,125.723,2,6.40627,141.539,6,189.786,15.4151,51,110.508,33,L,R,189.786,6.40627,15.4151,141.539,0.967346981,6,2,blue,trained,186.511,280.088,yes,training
w2,13,634.662,2.1177,179.576,120.318,2,7.80764,146.543,16,158.956,11.8116,16,24.4239,74,L,R,158.956,7.80764,11.8116,146.543,0.953181401,16,2,blue,trained,273.026,361.636,no,training
w3,13,749.692,2.49986,89.0872,211.007,6,34.2335,19.0186,6,40.84,44.0431,15,11.4112,95,L,R,40.84,34.2335,44.0431,19.0186,0.544000213,6,6,blue,untrained,232.265,517.427,no,training
e1,13,219.096,0.730578,297.091,3.00294,0,0,-,2,290.685,5.0049,75,157.354,0,L,R,290.685,0,5.0049,300,1,2,0,blue,trained,214.28,4.816,yes,training
e2,13,348.992,1.16372,258.253,41.6408,1,10.6104,236.832,4,253.648,0,71,83.6819,7,L,R,253.648,10.6104,0,236.832,0.959848391,4,1,blue,trained,219.812,129.18,yes,training
e3,13,605.598,2.01938,159.756,139.737,2,4.8047,220.015,16,137.935,2.80274,8,21.6212,63,L,R,137.935,4.8047,2.80274,220.015,0.966339428,16,2,blue,trained,309.648,295.95,yes,training
a1,13,694.413,2.31553,243.639,56.4553,5,20.6202,159.356,6,204.2,0,45,31.4308,56,L,R,204.2,20.6202,0,159.356,0.908281373,6,5,blue,trained,458.66,235.753,yes,training
a2,13,875.761,2.92024,214.41,85.6839,9,62.6613,0,5,40.4396,50.8498,18,9.20902,103,L,R,40.4396,62.6613,50.8498,0,0.392233239,5,9,blue,untrained,559.853,315.908,yes,training
a3,13,605.483,2.01899,99.8978,200.196,6,49.4484,0,5,18.8184,105.103,11,8.00784,66,L,R,18.8184,49.4484,105.103,0,0.275659618,5,6,blue,untrained,208.796,396.687,no,training
b2,13,296.842,0.989824,269.264,29.4288,1,18.2178,209.605,9,255.65,11.0108,31,24.6241,5,L,R,255.65,18.2178,11.0108,209.605,0.933479584,9,1,blue,trained,178.07,118.772,yes,training
b3,13,467.948,1.56038,104.302,195.591,3,10.8106,67.6662,4,8.80862,6.00588,34,26.2257,48,L,R,8.80862,10.8106,6.00588,67.6662,0.448979113,4,3,blue,trained,154.564,313.384,no,training
c1,13,613.325,2.04514,178.575,121.519,8,110.708,9.00882,9,41.0402,59.8586,25,19.6192,61,R,L,110.708,41.0402,9.00882,59.8586,0.729550664,8,9,green,trained,328.356,284.969,yes,training
c2,13,405.446,1.35197,246.241,53.8527,4,235.831,14.8145,1,3.20314,295.089,58,71.8704,15,R,L,235.831,3.20314,14.8145,295.089,0.986599655,4,1,green,trained,280.973,124.473,no,training
c3,13,1215.44,4.05289,242.037,58.0568,10,129.527,15.4151,12,23.0225,0,5,2.00196,149,R,L,129.527,23.0225,15.4151,0,0.849081773,10,12,green,untrained,920.644,294.796,yes,training
x1,13,319.798,1.06708,287.882,12.0118,3,266.06,4.60451,1,2.60255,251.847,74,129.327,0,R,L,266.06,2.60255,4.60451,251.847,0.990312941,3,1,green,trained,265.703,54.095,yes,training
x2,13,311.682,1.03931,220.416,79.678,2,199.195,86.2845,2,47.2463,2.80274,66,90.4886,0,R,L,199.195,47.2463,86.2845,2.80274,0.808285787,2,2,green,untrained,187.411,124.271,yes,training
x3,13,390.511,1.30653,103.902,195.191,1,5.2051,264.459,10,80.679,27.8272,23,29.629,28,R,L,5.2051,80.679,264.459,27.8272,0.060606096,1,10,green,untrained,123.408,267.103,no,training
v1,13,237.499,0.792473,264.459,35.2345,3,279.874,0.200196,0,0,-,70,175.772,0,R,L,279.874,0,0.200196,300,1,3,0,green,trained,171.645,65.854,yes,training
v2,13,192.655,0.642411,300.094,0,1,290.885,9.20902,0,0,-,101,120.118,0,R,L,290.885,0,9.20902,300,1,1,0,green,trained,192.655,0,yes,training
v3,13,418.587,1.39579,171.168,128.926,6,67.4661,174.571,4,104.102,0,29,25.8253,29,R,L,67.4661,104.102,174.571,0,0.393232192,6,4,green,untrained,244.125,174.462,yes,training
g1,13,524.382,1.74856,270.064,30.0294,5,53.4523,34.8341,4,10.0098,21.2208,45,67.2659,39,R,L,53.4523,10.0098,34.8341,21.2208,0.842271214,5,4,green,untrained,440.344,84.038,yes,training
g2,13,955.894,3.20026,175.772,123.121,10,55.6545,63.6623,7,70.6692,1.20118,22,33.4327,118,R,L,55.6545,70.6692,63.6623,1.20118,0.440570534,10,7,green,untrained,520.044,435.85,no,training
g3,13,421.381,1.4051,149.546,150.347,0,0,-,11,78.0764,0,15,24.8243,38,R,L,0,78.0764,300,0,0,0,11,green,untrained,171.759,249.622,yes,training
w1,14,615.386,2.05201,231.026,68.8674,7,191.788,5.80568,5,19.6192,157.154,57,53.6525,61,R,L,191.788,19.6192,5.80568,157.154,0.907197106,7,5,blue,trained,343.643,271.743,yes,training
w2,14,462.198,2.02876,136.934,90.889,5,101.099,156.553,8,56.4553,72.0706,5,5.0049,44,R,L,101.099,56.4553,156.553,72.0706,0.641677187,5,8,blue,untrained,131.996,330.202,no,training
w3,14,1056.2,3.52192,187.584,112.11,14,123.321,30.63,10,34.8341,18.6182,23,36.4357,144,R,L,123.321,34.8341,30.63,18.6182,0.779747223,14,10,blue,untrained,536.832,519.368,yes,training
e1,14,516.177,1.7212,257.652,42.4416,3,204.801,36.0353,10,53.2521,0.600588,76,120.118,27,R,L,204.801,53.2521,36.0353,0.600588,0.793638984,3,10,blue,untrained,343.807,172.37,yes,training
e2,14,408.296,1.36147,179.776,120.318,3,22.422,2.60255,5,156.553,13.2129,20,37.4367,36,R,L,22.422,156.553,2.60255,13.2129,0.125280067,3,5,blue,trained,146.953,261.343,yes,training
e3,14,863.771,2.88026,196.392,103.702,6,25.0245,149.346,15,112.31,12.8125,4,8.60843,105,R,L,25.0245,112.31,149.346,12.8125,0.182215685,6,15,blue,untrained,541.263,322.508,no,training
a1,14,697.427,2.32558,208.804,91.2894,6,175.972,53.0519,5,47.8468,0,31,27.2267,52,R,L,175.972,47.8468,53.0519,0,0.786225286,6,5,blue,untrained,382.12,315.307,yes,training
a2,14,356.681,1.18936,263.058,37.0363,5,268.263,0,1,5.2051,255.05,91,99.4974,8,R,L,268.263,5.2051,0,255.05,0.980966336,5,1,blue,trained,210.248,146.433,yes,training
a3,14,842.109,2.81366,106.704,192.789,13,42.8419,29.4288,8,19.0186,0.600588,9,9.60941,98,R,L,42.8419,19.0186,29.4288,0.600588,0.69255664,13,8,blue,untrained,373.696,468.413,no,training
b2,14,205.765,1.25958,110.909,52.6515,1,54.0529,246.041,3,89.2874,136.534,14,16.0157,0,R,L,54.0529,89.2874,246.041,136.534,0.377094927,1,3,blue,untrained,110.99,94.775,yes,training
b3,14,592.6,1.97603,69.6682,229.825,10,64.4631,82.2806,6,49.8488,0,12,6.60647,60,R,L,64.4631,49.8488,82.2806,0,0.563922916,10,6,blue,untrained,129.378,463.222,no,training
c1,14,390.854,1.30331,257.452,42.6417,3,17.4171,235.831,4,252.447,0,62,120.118,12,L,R,252.447,17.4171,0,235.831,0.935459737,4,3,green,trained,251.228,139.626,yes,training
c2,14,327.439,1.09185,280.274,19.8194,0,0,-,4,292.887,0,65,77.2757,0,L,R,292.887,0,0,300,1,4,0,green,trained,254.979,72.46,yes,training
c3,14,1417.02,4.72507,227.823,72.2708,10,20.0196,0,15,131.929,9.60941,1,1.00098,189,L,R,131.929,20.0196,9.60941,0,0.868247552,15,10,green,untrained,1051.07,365.95,yes,training
x1,14,460.327,1.53497,261.056,39.0382,1,3.20314,227.423,7,254.649,0,59,92.6907,21,L,R,254.649,3.20314,0,227.423,0.987577609,7,1,green,trained,313.46,146.867,yes,training
x2,14,103.996,0.346776,300.094,0,0,0,-,1,300.094,0,94,200.196,0,L,R,300.094,0,0,300,1,1,0,green,trained,103.996,0,yes,training
x3,14,724.42,2.43838,118.716,178.375,7,47.2463,166.563,11,56.0549,2.80274,9,22.6221,91,L,R,56.0549,47.2463,2.80274,166.563,0.542635516,11,7,green,trained,252.168,472.252,no,training
v1,14,281.539,0.938796,273.668,26.2257,2,13.2129,0,4,267.262,20.0196,66,164.962,0,L,R,267.262,13.2129,20.0196,0,0.952890972,4,2,green,untrained,177.243,104.296,yes,training
v2,14,487.838,1.6267,242.037,57.8566,3,8.80862,251.847,6,254.85,2.20216,47,34.8341,20,L,R,254.85,8.80862,2.20216,251.847,0.966590814,6,3,green,trained,328.777,159.061,yes,training
v3,14,195.369,0.65146,286.08,11.211,0,0,-,14,293.487,3.80372,78,61.26,0,L,R,293.487,0,3.80372,300,1,14,0,green,trained,172.286,23.083,yes,training
g1,14,502.665,1.67614,266.261,33.8331,5,44.8439,0,3,17.6172,18.8184,20,107.105,43,L,R,17.6172,44.8439,18.8184,0,0.282050748,3,5,green,untrained,400.992,101.673,yes,training
g2,14,652.257,2.17496,182.979,117.115,5,21.8214,201.197,10,188.985,0,18,43.4425,58,L,R,188.985,21.8214,0,201.197,0.896486065,10,5,green,trained,296.405,355.852,no,training
g3,14,845.791,2.8203,115.313,184.381,7,44.4435,101.499,17,77.676,0,2,0.400392,113,L,R,77.676,44.4435,0,101.499,0.636065493,17,7,green,trained,321.863,523.928,no,training
w1,15,694.511,2.31586,200.596,99.4974,4,30.0294,99.097,8,118.916,16.4161,34,42.0412,75,L,R,118.916,30.0294,16.4161,99.097,0.798386523,8,4,blue,trained,406.968,287.543,yes,training
w3,15,1149.14,3.83181,214.01,86.0843,8,21.8214,6.60647,12,110.308,33.8331,9,33.2325,138,L,R,110.308,21.8214,33.8331,6.60647,0.834848262,12,8,blue,untrained,818.064,331.076,no,training
e1,15,896.45,2.98923,255.25,44.8439,9,23.6231,143.941,16,182.579,3.40333,43,38.2374,89,L,R,182.579,23.6231,3.40333,143.941,0.885437151,16,9,blue,trained,597.171,299.279,yes,training
e2,15,297.751,0.992854,269.664,30.4298,3,31.0304,8.00784,1,236.031,64.0627,101,107.105,0,L,R,236.031,31.0304,64.0627,8.00784,0.883807993,1,3,blue,untrained,205.955,91.796,no,training
e3,15,607.884,2.027,215.411,84.2825,2,15.0147,112.71,11,206.202,9.00882,8,5.80568,62,L,R,206.202,15.0147,9.00882,112.71,0.932126734,11,2,blue,trained,332.533,275.351,yes,training
a1,15,980.72,3.27023,216.212,83.8821,8,27.8272,3.20314,10,179.976,17.6172,30,23.6231,108,L,R,179.976,27.8272,17.6172,3.20314,0.866088684,10,8,blue,untrained,587.601,393.119,yes,training
a2,15,990.409,3.30254,200.797,99.2972,7,35.2345,0.400392,9,103.501,25.4249,28,32.8321,129,L,R,103.501,35.2345,25.4249,0.400392,0.746031117,9,7,blue,untrained,556.43,433.979,yes,training
a3,15,883.267,2.94527,124.722,175.372,6,30.0294,154.752,12,52.8517,0,5,4.20412,112,L,R,52.8517,30.0294,0,154.752,0.637680967,12,6,blue,trained,419.138,464.129,no,training
b2,15,858.611,2.86305,206.002,93.2913,7,37.4367,32.4318,12,126.324,1.00098,12,11.211,103,L,R,126.324,37.4367,1.00098,32.4318,0.771393869,12,7,blue,trained,509.061,349.55,yes,training
b3,15,421.89,1.4068,50.049,249.044,0,0,-,13,108.706,0,27,26.6261,28,L,R,108.706,0,0,300,1,13,0,blue,trained,87.3049,334.5851,no,training
c1,15,576.897,1.92367,231.427,68.6672,6,187.784,5.80568,5,52.2512,18.418,47,111.309,55,R,L,187.784,52.2512,5.80568,18.418,0.782318593,6,5,green,trained,298.724,278.173,yes,training
c2,15,828.572,2.76289,254.249,45.8449,8,179.175,10.6104,5,14.8145,133.531,30,29.4288,84,R,L,179.175,14.8145,10.6104,133.531,0.923632465,8,5,green,trained,597.622,230.95,yes,training
c3,15,1660.7,5.53763,254.85,45.2443,24,102.701,6.60647,3,3.80372,42.8419,2,0.600588,203,R,L,102.701,3.80372,6.60647,42.8419,0.964285902,24,3,green,trained,1403.6,257.1,yes,training
x1,15,766.759,2.55677,250.846,49.2482,6,173.37,15.0147,3,13.6133,0,39,58.4572,68,R,L,173.37,13.6133,15.0147,0,0.927195102,6,3,green,untrained,528.868,237.891,yes,training
x2,15,260.902,0.869983,256.651,43.2423,4,266.261,26.0255,3,9.60941,0,91,121.719,0,R,L,266.261,9.60941,26.0255,0,0.965166942,4,3,green,untrained,160.266,100.636,yes,training
x3,15,525.994,1.75394,77.8762,222.218,9,67.6662,125.323,3,34.6339,31.4308,19,42.6417,60,R,L,67.6662,34.6339,125.323,31.4308,0.661448034,9,3,green,untrained,139.043,386.951,no,training
v1,15,531.66,1.77639,238.033,61.4602,7,224.019,33.2325,2,20.8204,0.600588,71,100.298,43,R,L,224.019,20.8204,33.2325,0.600588,0.914963033,7,2,green,untrained,283.345,248.315,yes,training
v2,15,620.604,2.06941,206.802,93.2913,4,172.769,85.6839,9,53.0519,0,38,44.8439,50,R,L,172.769,53.0519,85.6839,0,0.765070904,4,9,green,untrained,315.423,305.181,yes,training
v3,15,917.752,3.06026,182.579,117.115,8,71.0696,96.0941,10,100.699,0.200196,15,6.00588,110,R,L,71.0696,100.699,96.0941,0.200196,0.41375199,8,10,green,untrained,420.239,497.513,yes,training
g1,15,435.136,1.45097,265.06,35.0343,4,115.513,0,0,0,-,48,86.4847,21,R,L,115.513,0,0,300,1,4,0,green,trained,399.612,35.524,no,training
g2,15,766.612,2.55628,186.182,113.912,9,214.21,0,1,8.60843,222.818,24,14.2139,67,R,L,214.21,8.60843,0,222.818,0.961365718,9,1,green,trained,342.392,424.22,yes,training
g3,15,702.377,2.34209,101.099,198.995,3,13.0127,131.729,12,83.8821,0,2,0.800784,90,R,L,13.0127,83.8821,131.729,0,0.134297197,3,12,green,untrained,245.837,456.54,no,training
w1,16,784.685,2.61655,222.218,77.8762,8,151.548,38.0372,6,35.8351,4.8047,30,34.2335,85,R,L,151.548,35.8351,38.0372,4.8047,0.808760235,8,6,blue,untrained,457.367,327.318,yes,training
w2,16,751.973,2.96931,134.532,128.726,6,107.505,59.8586,21,67.6662,0,13,11.8116,102,R,L,107.505,67.6662,59.8586,0,0.613713898,6,21,blue,untrained,245.995,505.978,no,training
w3,16,870.816,2.91738,197.593,101.7,13,155.552,27.8272,7,32.8321,4.00392,21,30.2296,107,R,L,155.552,32.8321,27.8272,4.00392,0.825717245,13,7,blue,untrained,442.633,428.183,yes,training
e1,16,445.167,1.49239,271.065,29.0284,3,248.043,19.419,2,14.0137,10.8106,82,94.8929,18,R,L,248.043,14.0137,19.419,10.8106,0.946524168,3,2,blue,untrained,310.732,134.435,yes,training
e2,16,444.115,1.48388,178.375,121.719,5,136.934,106.304,6,55.2541,0,46,60.259,30,R,L,136.934,55.2541,106.304,0,0.712499889,5,6,blue,untrained,193.263,250.852,yes,training
e3,16,790.991,2.64464,123.721,176.373,7,30.2296,64.4631,15,105.503,0,8,9.20902,103,R,L,30.2296,105.503,64.4631,0,0.222714366,7,15,blue,untrained,326.232,464.759,yes,training
a1,16,885.523,2.95279,218.614,81.4798,9,190.987,28.0274,8,33.4327,0,25,13.8135,91,R,L,190.987,33.4327,28.0274,0,0.851026002,9,8,blue,untrained,520.125,365.398,yes,training
a2,16,298.88,1.02467,269.664,23.8233,4,262.657,1.80176,1,5.60549,294.488,80,90.6888,0,R,L,262.657,5.60549,1.80176,294.488,0.979104458,4,1,blue,trained,208.634,90.246,yes,training
a3,16,959.055,3.25226,159.957,139.737,7,25.4249,56.4553,11,53.2521,9.00882,9,8.00784,121,R,L,25.4249,53.2521,56.4553,9.00882,0.323155433,7,11,blue,untrained,583.346,375.709,no,training
b2,16,605.215,2.11259,168.765,122.52,7,88.0862,89.6878,11,99.2972,0,17,54.0529,76,R,L,88.0862,99.2972,89.6878,0,0.470085397,7,11,blue,untrained,374.301,230.914,yes,training
b3,16,563.146,1.87782,84.0823,215.811,1,2.00196,166.963,13,70.2688,2.00196,13,7.60745,66,R,L,2.00196,70.2688,166.963,2.00196,0.027700829,1,13,blue,untrained,163.583,399.563,no,training
c1,16,504.704,1.68294,237.232,62.8615,4,22.0216,100.498,7,179.776,0,37,90.2884,44,L,R,179.776,22.0216,0,100.498,0.890872835,7,4,green,trained,320.41,184.294,yes,training
c2,16,233.611,0.778981,288.883,11.0108,0,0,-,4,291.485,0,74,73.4719,0,L,R,291.485,0,0,300,1,4,0,green,trained,208.005,25.606,yes,training
c3,16,1459.84,4.86786,244.439,55.2541,14,31.8312,99.4974,13,116.114,1.80176,1,0.800784,169,L,R,116.114,31.8312,1.80176,99.4974,0.784844659,13,14,green,trained,1183.88,275.96,yes,training
x1,16,572.078,1.9076,265.86,34.2335,5,16.6163,184.18,6,198.795,0,44,34.8341,38,L,R,198.795,16.6163,0,184.18,0.92286245,6,5,green,trained,463.403,108.675,yes,training
x2,16,372.185,1.24106,274.469,25.4249,2,3.20314,139.136,6,251.246,0,76,76.0745,6,L,R,251.246,3.20314,0,139.136,0.987411472,6,2,green,trained,254.466,117.719,yes,training
x3,16,701.365,2.33871,69.0676,231.026,5,23.0225,203.8,12,70.0686,48.8478,8,5.80568,86,L,R,70.0686,23.0225,48.8478,203.8,0.752688495,12,5,green,trained,169.366,531.999,no,training
v1,16,484.566,1.61579,259.854,40.2394,2,9.40921,197.593,4,249.845,10.8106,60,66.8655,26,L,R,249.845,9.40921,10.8106,197.593,0.963706626,4,2,green,trained,288.84,195.726,yes,training
v2,16,362.992,1.2104,230.025,70.0686,1,3.40333,272.066,4,273.668,0.200196,62,69.2678,1,L,R,273.668,3.40333,0.200196,272.066,0.987716773,4,1,green,trained,232.271,130.721,yes,training
v3,16,283.395,0.944984,238.033,61.8606,0,0,-,5,278.072,0,59,35.6349,0,L,R,278.072,0,0,300,1,5,0,green,trained,179.418,103.977,yes,training
g1,16,528.096,1.76095,240.836,59.258,2,6.00588,132.33,6,164.561,0,52,67.0657,41,L,R,164.561,6.00588,0,132.33,0.964788709,6,2,green,trained,346.109,181.987,yes,training
g2,16,547.205,1.82466,200.797,99.2972,3,18.6182,205.801,7,233.829,0,51,26.2257,33,L,R,233.829,18.6182,0,205.801,0.926249132,7,3,green,trained,246.985,300.22,yes,training
g3,16,841.808,2.80702,134.131,165.762,9,36.0353,128.726,11,43.0421,6.20608,2,0.800784,114,L,R,43.0421,36.0353,6.20608,128.726,0.544303429,11,9,green,trained,386.338,455.47,no,training
w1,17,638.806,2.13011,231.627,68.2668,4,18.6182,108.506,9,145.142,30.0294,28,70.469,61,L,R,145.142,18.6182,30.0294,108.506,0.886308151,9,4,blue,trained,380.095,258.711,yes,training
w2,17,67.5088,0.365741,171.768,13.0127,0,0,-,1,184.781,115.313,13,16.0157,0,L,R,184.781,0,115.313,300,1,1,0,blue,trained,44.1387,23.3701,yes,training
w3,17,1225.84,4.08757,224.82,73.8723,5,14.8145,32.4318,12,101.9,0,13,9.20902,157,L,R,101.9,14.8145,0,32.4318,0.873070612,12,5,blue,trained,860.443,365.397,no,training
e1,17,329.575,1.09897,274.669,25.4249,2,4.20412,102.1,4,278.272,0,48,166.763,4,L,R,278.272,4.20412,0,102.1,0.985116901,4,2,blue,trained,183.261,146.314,yes,training
e2,17,399.642,1.33261,258.453,41.6408,3,20.42,179.776,3,256.451,3.60353,93,76.4749,15,L,R,256.451,20.42,3.60353,179.776,0.926247241,3,3,blue,trained,222.677,176.965,yes,training
e3,17,876.626,2.92312,154.151,145.342,7,25.2247,88.887,11,103.301,0,6,4.60451,110,L,R,103.301,25.2247,0,88.887,0.803738085,11,7,blue,trained,390.011,486.615,no,training
