"ate","id","object.pair","object.side","trial","distance.moved","mean.velocity","periphery.visits","time.in.periphery","latency.to.periphery","center.visits","time.in.center","latency.to.center","left.object.visits","time.with.left.object","left.object.latency","right.object.visits","time.with.right.object","right.object.latency","rewarding.object.colour","reward.object.side","time.with.trained.object","time.with.untrained.object","green.object.preference","rewarding.object.preference","prop.rewarding.object.preference","time.with.both.objects","total.time","trial.type","weight"
"NA","1a","pair-a","left",0,803.308,2.67686,21,145.743,11.0108,21,154.551,0,9,47.2463,32.4318,7,22.2218,19.6192,"blue","right",22.2218,47.2463,25.0245,-25.0245,0.319884954389137,69.4681,300.294,"test",0.29
"NA","1b","pair-a","right",0,1335.94,4.45176,9,288.082,0,8,12.212,8.80862,13,42.2414,8.00784,9,19.0186,30.2296,"green","left",42.2414,19.0186,23.2228,23.2228,0.689542931766242,61.26,300.294,"test",0.1
"NA","2a","pair-a","left",0,1053.92,3.51197,15,230.426,3.20314,15,69.8684,0,10,34.0333,13.8135,9,30.2296,42.8419,"blue","right",30.2296,34.0333,3.8037,-3.8037,0.470405163788127,64.2629,300.2944,"test",0.2
"NA","2b","pair-a","left",0,1408.19,4.71451,8,283.478,0,7,16.0157,23.6231,9,18.418,15.6153,10,22.422,0,"blue","right",22.422,18.418,-4.004,4.004,0.549020568070519,40.84,299.4937,"test",0.11
"NA","3a","pair-a","right",0,1300.57,4.33387,10,273.468,0,9,26.8263,11.211,11,27.0265,24.8243,12,40.84,0,"blue","left",27.0265,40.84,13.8135,-13.8135,0.398230349288677,67.8665,300.2943,"test",0.2
"NA","3b","pair-a","left",0,1139.34,3.79663,13,254.049,0,12,46.2453,15.0147,17,47.0461,34.4337,11,31.8312,4.40431,"green","right",31.8312,47.0461,-15.2149,-15.2149,0.403553367065049,78.8773,300.2943,"test",0.12
"NA","4a","pair-a","right",0,906.284,3.02202,14,225.421,0,13,74.8733,4.40431,8,22.6221,0,10,52.4514,49.8488,"green","left",22.6221,52.4514,-29.8293,-29.8293,0.301332693959919,75.0735,300.2943,"test",0.21
"NA","4b","pair-a","left",0,1271.1,4.24416,15,248.844,2.80274,15,51.4504,0,10,32.0314,30.63,7,27.8272,0,"green","right",27.8272,32.0314,-4.2042,-4.2042,0.464882239143582,59.8586,300.2944,"test",0.11
"NA","5a","pair-a","left",0,1505.29,5.01606,9,255.25,0,8,45.0441,12.212,16,44.0431,17.2169,11,26.6261,48.6476,"green","right",26.6261,44.0431,-17.417,-17.417,0.376770927079973,70.6692,300.2941,"test",0.18
"NA","5b","pair-a","left",0,1802.95,6.00795,9,279.273,0,8,21.0206,20.6202,14,32.6319,15.6153,14,27.0265,3.40333,"blue","right",27.0265,32.6319,5.6054,-5.6054,0.453020865460689,59.6584,300.2936,"test",0.13
"NA","6a","pair-a","right",0,1713.14,5.7087,6,287.882,0,5,12.4122,0.600588,14,26.4259,0,14,34.2335,5.80568,"green","left",26.4259,34.2335,-7.8076,-7.8076,0.43564393976861,60.6594,300.2942,"test",0.15
"NA","6b","pair-a","right",0,1373.95,4.57839,9,283.678,0,8,16.6163,1.20118,12,25.4249,1.80176,6,23.8233,11.6114,"green","left",25.4249,23.8233,1.6016,1.6016,0.516260492769279,49.2482,300.2943,"test",0.11
"NA","7a","pair-a","left",0,948.2,3.15968,16,252.848,0,15,47.4465,0.200196,11,47.8468,0,10,33.2325,15.4151,"blue","right",33.2325,47.8468,14.6143,-14.6143,0.40987650362053,81.0793,300.2945,"test",0.31
"NA","7b","pair-a","right",0,1189.17,3.96267,9,253.849,15.6153,9,46.4455,0,9,28.2276,59.8586,8,30.0294,28.628,"blue","left",28.2276,30.0294,1.8018,-1.8018,0.484535763942531,58.257,300.2945,"test",0.13
"NA","8a","pair-a","right",0,1482.07,4.93868,6,290.084,0,5,10.21,21.8214,15,31.0304,2.20216,10,24.0235,9.8096,"green","left",31.0304,24.0235,7.0069,7.0069,0.563636726916713,55.0539,300.294,"test",0.17
"NA","8b","pair-a","right",0,1488.68,4.9607,8,278.873,2.00196,8,21.421,0,16,41.2404,4.8047,10,25.4249,15.6153,"blue","left",41.2404,25.4249,-15.8155,15.8155,0.618618681682975,66.6653,300.294,"test",0.14
"no","1a","pair-3","right",1,717.995,2.39257,14,127.325,2.20216,15,172.969,0,8,65.6643,0,8,40.6398,51.05,"blue","left",65.6643,40.6398,-25.0245,25.0245,0.617702421637547,106.3041,300.294,"training",0.29
"no","1b","pair-3","left",1,1078.37,3.59344,13,260.655,0,12,39.6388,16.0157,6,18.418,41.4406,11,92.2904,0,"green","right",92.2904,18.418,73.8724,73.8724,0.833635026791102,110.7084,300.2938,"training",0.1
"yes","2a","pair-3","right",1,186.639,0.621937,1,274.269,26.0255,1,26.0255,0,1,254.049,46.2453,0,0,300,"blue","left",254.049,0,-254.049,254.049,1,254.049,300.2945,"training",0.2
"no","2b","pair-3","right",1,979.542,3.26412,18,243.438,2.60255,18,56.8557,0,11,72.8713,12.212,7,48.047,74.8733,"blue","left",72.8713,48.047,-24.8243,24.8243,0.602649061391038,120.9183,300.2937,"training",0.11
"yes","3a","pair-3","left",1,508.944,1.69595,14,212.608,0.200196,15,87.6858,0,1,7.60745,281.676,7,212.408,25.4249,"blue","right",212.408,7.60745,-204.80055,204.80055,0.965423110058862,220.01545,300.2938,"training",0.2
"no","3b","pair-3","right",1,949.932,3.16545,11,221.016,0,11,79.2776,13.8135,8,31.2306,11.0108,11,71.2698,26.8263,"green","left",31.2306,71.2698,-40.0392,-40.0392,0.304687591463058,102.5004,300.2936,"training",0.12
"no","4a","pair-3","left",1,722.445,2.4074,22,101.9,0,22,198.394,0.200196,13,84.4827,0.800784,5,30.2296,125.122,"green","right",30.2296,84.4827,-54.2531,-54.2531,0.263525358658139,114.7123,300.294,"training",0.21
"no","4b","pair-3","right",1,1192.09,3.97239,8,268.463,0,7,31.8312,16.0157,8,26.0255,16.0157,12,22.6221,25.6251,"green","left",26.0255,22.6221,3.4034,3.4034,0.534980142905303,48.6476,300.2942,"training",0.11
"no","5a","pair-3","right",1,1440.55,4.80034,12,268.663,0,11,31.631,5.40529,14,38.2374,14.8145,13,33.4327,3.40333,"green","left",38.2374,33.4327,4.8047,4.8047,0.533519556970061,71.6701,300.294,"training",0.18
"no","5b","pair-3","right",1,1799.09,5.99508,8,289.083,0,7,11.211,1.20118,13,22.422,12.6123,20,24.0235,4.20412,"blue","left",22.422,24.0235,1.6015,-1.6015,0.482759363124522,46.4455,300.294,"training",0.13
"no","6a","pair-3","left",1,1286.62,4.28741,18,229.224,2.00196,19,71.0696,0,14,35.6349,18.8184,7,22.422,9.60941,"green","right",22.422,35.6349,-13.2129,-13.2129,0.386207324194023,58.0569,300.2936,"training",0.15
"no","6b","pair-3","left",1,1040.47,3.46715,3,297.091,0,2,3.20314,4.8047,7,18.6182,12.4122,27,36.0353,2.80274,"green","right",36.0353,18.6182,17.4171,17.4171,0.659341121794579,54.6535,300.29414,"training",0.11
"yes","7a","pair-3","right",1,766,2.55253,13,228.624,0,12,71.6702,3.40333,8,81.0794,38.0372,8,25.4249,3.40333,"blue","left",81.0794,25.4249,-55.6545,55.6545,0.76127818313439,106.5043,300.2942,"training",0.31
"no","7b","pair-3","left",1,991.594,3.30428,12,266.861,0,11,33.4327,9.8096,11,36.0353,4.20412,9,22.2218,24.4239,"blue","right",22.2218,36.0353,13.8135,-13.8135,0.381443635196397,58.2571,300.2937,"training",0.13
"yes","8a","pair-3","left",1,910.187,3.03301,21,234.63,1.00098,21,65.6643,0,5,10.4102,0.800784,12,182.579,15.4151,"green","right",182.579,10.4102,172.1688,172.1688,0.946058121387104,192.9892,300.2943,"training",0.17
"no","8b","pair-3","left",1,1142.91,3.80852,3,299.293,0,2,1.00098,0.400392,9,30.0294,0.400392,9,17.4171,12.6123,"blue","right",17.4171,30.0294,12.6123,-12.6123,0.367089247889728,47.4465,300.29398,"training",0.14
"yes","1a","pair-1","right",10,142.321,0.474573,3,288.883,0.200196,2,11.211,7.80764,1,286.681,13.6133,1,11.211,0.200196,"blue","left",286.681,11.211,-275.47,275.47,0.962365555301921,297.892,300.094,"training",0.29
"yes","1b","pair-1","left",10,264.088,0.880018,15,203.199,3.20314,16,97.0951,0,0,0,300,3,266.461,0,"green","right",266.461,0,266.461,266.461,1,266.461,300.2941,"training",0.1
"yes","2a","pair-1","right",10,269.435,0.897837,3,280.074,0,2,20.2198,27.2267,3,297.691,0,0,0,300,"blue","left",297.691,0,-297.691,297.691,1,297.691,300.2938,"training",0.2
"yes","2b","pair-1","left",10,566.905,1.88909,21,186.983,4.60451,21,113.311,0,11,124.122,0,1,51.4504,248.844,"blue","right",51.4504,124.122,72.6716,-72.6716,0.293043781368826,175.5724,300.294,"training",0.11
"yes","3a","pair-1","left",10,418.707,1.39525,10,206.202,0,10,94.0921,73.6721,3,22.8223,141.939,3,225.821,0,"blue","right",225.821,22.8223,-202.9987,202.9987,0.908212688618595,248.6433,300.2941,"training",0.2
"no","3b","pair-1","left",10,526.735,1.75524,23,199.595,22.8223,23,100.699,0,4,29.8292,0,11,198.795,33.6329,"green","right",198.795,29.8292,168.9658,168.9658,0.869527372867789,228.6242,300.294,"training",0.12
"yes","4a","pair-1","right",10,194.813,0.649175,2,284.078,0,1,16.2159,8.00784,2,299.894,0,0,0,300,"green","left",299.894,0,299.894,299.894,1,299.894,300.2939,"training",0.21
"no","4b","pair-1","right",10,650.453,2.1675,20,158.355,0,20,141.939,11.211,11,62.261,11.211,9,59.6584,114.913,"green","left",62.261,59.6584,2.6026,2.6026,0.510673444915247,121.9194,300.294,"training",0.11
"yes","5a","pair-1","left",10,396.518,1.32131,9,218.414,7.00686,9,81.8802,0,6,80.679,0,1,144.942,155.352,"green","right",144.942,80.679,64.263,64.263,0.642413605116545,225.621,300.2942,"training",0.18
"no","5b","pair-1","right",10,793.962,2.64571,16,263.258,2.00196,16,37.0363,0,7,19.0186,58.4572,9,28.2276,0,"blue","left",19.0186,28.2276,9.209,-9.209,0.402542426692517,47.2462,300.2943,"training",0.13
"yes","6a","pair-1","right",10,448.785,1.49548,17,232.428,0,16,67.8664,1.20118,3,216.412,0,3,14.8145,190.386,"green","left",216.412,14.8145,201.5975,201.5975,0.935930786479923,231.2265,300.2944,"training",0.15
"no","6b","pair-1","right",10,570.083,1.89968,25,139.737,11.0108,26,160.557,0,8,128.926,39.839,4,62.261,0,"green","left",128.926,62.261,66.665,66.665,0.674345012997746,191.187,300.294,"training",0.11
"yes","7a","pair-1","left",10,365.135,1.21673,10,234.63,0,9,65.6643,40.4396,6,59.6584,143.941,3,175.972,0,"blue","right",175.972,59.6584,-116.3136,116.3136,0.746813653925809,235.6304,300.2943,"training",0.31
"no","7b","pair-1","left",10,356.164,1.18684,9,131.729,16.6163,10,168.565,0,3,66.0647,0,3,147.344,137.134,"blue","right",147.344,66.0647,-81.2793,81.2793,0.690431083643731,213.4087,300.294,"training",0.13
"yes","8a","pair-1","right",10,581.709,1.93842,21,170.367,0,20,129.927,3.00294,3,46.6457,134.732,11,94.0921,3.00294,"green","left",46.6457,94.0921,-47.4464,-47.4464,0.331436898970994,140.7378,300.294,"training",0.17
"no","8b","pair-1","right",10,656.458,2.48039,9,205.801,0,9,59.6584,14.0137,10,103.101,15.4151,4,6.20608,160.557,"blue","left",103.101,6.20608,-96.89492,96.89492,0.94322343987233,109.30708,265.4594,"training",0.14
"yes","1a","pair-4","right",11,159.562,0.531708,2,299.693,0,1,0.600588,11.0108,1,289.283,11.0108,2,0.400392,2.60255,"blue","left",289.283,0.400392,-288.882608,288.882608,0.9986178289434,289.683392,300.293588,"training",0.29
"yes","1b","pair-4","left",11,542.248,1.80814,22,211.007,0.200196,21,89.0872,0.600588,3,32.4318,0.200196,5,189.986,35.6349,"green","right",189.986,32.4318,157.5542,157.5542,0.854185231577688,222.4178,300.0942,"training",0.1
"yes","2a","pair-4","right",11,226.286,0.75405,4,280.875,0,3,19.419,7.20706,1,268.062,32.2316,1,28.4278,0,"blue","left",268.062,28.4278,-239.6342,239.6342,0.90411879261951,296.4898,300.294,"training",0.2
"yes","2b","pair-4","right",11,271.293,0.904027,10,249.845,15.6153,10,50.4494,0,3,269.664,22.422,1,0.600588,0,"blue","left",269.664,0.600588,-269.063412,269.063412,0.997777777679109,270.264588,300.2944,"training",0.11
"yes","3a","pair-4","left",11,456.652,1.5217,27,249.444,0,26,50.8498,2.60255,2,6.00588,163.961,3,270.865,0,"blue","right",270.865,6.00588,-264.85912,264.85912,0.978308011301152,276.87088,300.2938,"training",0.2
"yes","3b","pair-4","right",11,498.53,1.66125,18,187.584,0,18,112.71,0.800784,8,201.998,0,4,32.6319,69.0676,"green","left",201.998,32.6319,169.3661,169.3661,0.860921817722294,234.6299,300.294,"training",0.12
"yes","4a","pair-4","left",11,390.69,1.30189,19,193.79,0,18,106.504,5.80568,3,171.568,0,1,113.912,186.382,"green","right",113.912,171.568,-57.656,-57.656,0.399019195740507,285.48,300.294,"training",0.21
"no","4b","pair-4","right",11,692.022,2.30602,18,152.95,14.8145,18,147.344,0,5,49.6486,0,10,70.8694,107.906,"green","left",49.6486,70.8694,-21.2208,-21.2208,0.411960039164274,120.518,300.294,"training",0.11
"yes","5a","pair-4","right",11,295.761,0.985561,8,274.269,0,7,26.0255,5.60549,1,251.246,49.048,2,31.0304,0,"green","left",251.246,31.0304,220.2156,220.2156,0.890070866710784,282.2764,300.2945,"training",0.18
"yes","5b","pair-4","right",11,593.225,1.9768,22,218.013,0,21,82.2806,5.60549,11,142.339,48.2472,2,12.212,5.80568,"blue","left",142.339,12.212,-130.127,130.127,0.920984011750167,154.551,300.2936,"training",0.13
"no","6a","pair-4","left",11,829.33,2.76357,16,268.463,0,16,31.8312,2.60255,8,47.2463,0,9,39.4386,40.2394,"green","right",39.4386,47.2463,-7.8077,-7.8077,0.454965051583378,86.6849,300.2942,"training",0.15
"yes","6b","pair-4","left",11,781.085,2.6028,25,195.992,0,24,104.302,11.0108,12,81.0794,0,7,90.6888,73.6721,"green","right",90.6888,81.0794,9.60939999999999,9.60939999999999,0.527971999473709,171.7682,300.294,"training",0.11
"yes","7a","pair-4","right",11,570.018,1.89946,14,237.633,0,13,62.6613,31.0304,7,116.714,11.211,3,39.6388,56.4553,"blue","left",116.714,39.6388,-77.0752,77.0752,0.746478476880491,156.3528,300.2943,"training",0.31
"no","7b","pair-4","left",11,674.65,2.24813,12,161.158,12.212,12,139.136,0,4,27.8272,22.8223,10,49.8488,34.2335,"blue","right",49.8488,27.8272,-22.0216,22.0216,0.641752922395592,77.676,300.294,"training",0.13
"yes","8a","pair-4","left",11,521.173,1.7367,12,251.847,14.2139,12,48.4474,0,0,0,300,9,221.417,0,"green","right",221.417,0,221.417,221.417,1,221.417,300.2944,"training",0.17
"no","8b","pair-4","left",11,710.649,2.36809,16,207.403,0,15,92.8909,34.0333,5,47.4465,42.6417,10,47.8468,64.6633,"blue","right",47.8468,47.4465,-0.400300000000001,0.400300000000001,0.502100357527759,95.2933,300.2939,"training",0.14
"yes","1a","pair-2","left",12,215.728,0.718869,4,282.276,0,3,18.0176,37.2365,2,77.8762,0,1,213.809,86.4847,"blue","right",213.809,77.8762,-135.9328,135.9328,0.733012850840564,291.6852,300.2936,"training",0.29
"yes","1b","pair-2","left",12,258.088,0.860026,4,257.052,0,3,43.2423,32.8321,1,62.0608,0,1,233.429,66.8655,"green","right",233.429,62.0608,171.3682,171.3682,0.78997312259171,295.4898,300.2943,"training",0.1
"yes","2a","pair-2","right",12,223.224,0.743846,2,292.286,0,1,8.00784,15.6153,1,278.072,22.2218,1,18.0176,0.400392,"blue","left",278.072,18.0176,-260.0544,260.0544,0.939148149749265,296.0896,300.29384,"training",0.2
"yes","2b","pair-2","right",12,194.165,0.647015,2,287.882,0,2,12.4122,3.00294,1,298.692,1.60157,0,0,300,"blue","left",298.692,0,-298.692,298.692,1,298.692,300.2942,"training",0.11
"yes","3a","pair-2","left",12,456.894,1.5225,12,257.852,0,12,42.4416,6.80666,1,6.20608,290.685,5,279.874,0,"blue","right",279.874,6.20608,-273.66792,273.66792,0.978306493762166,286.08008,300.2936,"training",0.2
"yes","3b","pair-2","right",12,647.346,2.15715,18,146.944,3.60353,19,153.35,0,9,83.8821,56.8557,6,57.2561,0,"green","left",83.8821,57.2561,26.626,26.626,0.594325986869607,141.1382,300.294,"training",0.12
"yes","4a","pair-2","left",12,203.382,0.677729,3,289.083,0,2,11.211,3.80372,1,3.80372,2.60255,1,290.484,9.8096,"green","right",290.484,3.80372,286.68028,286.68028,0.987074825956041,294.28772,300.294,"training",0.21
"yes","4b","pair-2","left",12,774.581,2.58113,19,194.591,1.60157,20,105.703,0,11,45.4445,0,9,103.702,94.4925,"green","right",103.702,45.4445,58.2575,58.2575,0.695302940397529,149.1465,300.294,"training",0.11
"yes","5a","pair-2","right",12,245.469,0.817973,4,284.679,0,3,15.6153,260.255,1,300.294,0,0,0,300,"green","left",300.294,0,300.294,300.294,1,300.294,300.2943,"training",0.18
"no","5b","pair-2","left",12,863.524,2.87751,19,217.813,0,18,82.4808,14.6143,14,62.4612,16.2159,3,7.20706,147.144,"blue","right",7.20706,62.4612,55.25414,-55.25414,0.103448256063809,69.66826,300.2938,"training",0.13
"yes","6a","pair-2","right",12,319.535,1.06479,7,285.079,0,6,15.2149,157.154,3,269.864,0,1,11.4112,223.419,"green","left",269.864,11.4112,258.4528,258.4528,0.959430479473484,281.2752,300.2939,"training",0.15
"no","6b","pair-2","left",12,546.467,1.82099,15,170.567,0,14,129.727,8.20804,6,117.715,0,8,69.2678,87.0853,"green","right",69.2678,117.715,-48.4472,-48.4472,0.370450116267379,186.9828,300.294,"training",0.11
"yes","7a","pair-2","left",12,340.408,1.13434,8,259.454,0,7,40.84,132.33,3,15.4151,196.392,2,254.249,0,"blue","right",254.249,15.4151,-238.8339,238.8339,0.942835920687997,269.6641,300.294,"training",0.31
"no","7b","pair-2","left",12,495.93,1.65258,13,155.552,0,13,144.742,22.2218,8,76.6751,22.2218,2,32.6319,124.522,"blue","right",32.6319,76.6751,44.0432,-44.0432,0.298534403103186,109.307,300.294,"training",0.13
"yes","8a","pair-2","right",12,504.752,1.68198,11,221.817,3.00294,11,78.4768,0,5,211.407,72.8713,8,53.0519,0,"green","left",211.407,53.0519,158.3551,158.3551,0.799394537298612,264.4589,300.2938,"training",0.17
"no","8b","pair-2","right",12,748.626,2.49464,18,191.988,0,18,108.306,0.200196,3,24.4239,7.60745,6,101.299,0,"blue","left",24.4239,101.299,76.8751,-76.8751,0.194267710973896,125.7229,300.294,"training",0.14
"yes","1a","pair-4","right",13,118.915,0.396258,1,299.093,1.20118,1,1.20118,0,1,300.294,0,0,0,300,"blue","left",300.294,0,-300.294,300.294,1,300.294,300.29418,"training",0.29
"yes","1b","pair-4","left",13,956.6,3.18767,26,169.766,0,26,130.528,0.200196,10,55.8547,0.200196,7,108.907,11.6114,"green","right",108.907,55.8547,53.0523,53.0523,0.660997064244906,164.7617,300.294,"training",0.1
"yes","2a","pair-4","left",13,323.738,1.07879,10,243.038,0,9,57.2561,7.20706,4,80.4788,0,1,186.583,113.711,"blue","right",186.583,80.4788,-106.1042,106.1042,0.698651023845417,267.0618,300.2941,"training",0.2
"yes","2b","pair-4","left",13,650.681,2.16826,23,182.779,4.20412,23,117.515,0,10,90.2884,1.20118,4,111.509,114.913,"blue","right",111.509,90.2884,-21.2206,21.2206,0.552578972771701,201.7974,300.294,"training",0.11
"yes","3a","pair-4","right",13,387.107,1.28995,12,267.262,0,11,33.0323,5.40529,2,250.445,40.0392,3,25.0245,0,"blue","left",250.445,25.0245,-225.4205,225.4205,0.909156912108237,275.4695,300.2943,"training",0.2
"no","3b","pair-4","right",13,837.468,2.79069,26,198.394,10.21,26,101.9,0,5,115.313,10.6104,8,58.4572,0,"green","left",115.313,58.4572,56.8558,56.8558,0.66359479358371,173.7702,300.294,"training",0.12
"yes","4a","pair-4","left",13,185.177,0.617065,3,298.492,0,2,1.80176,267.862,0,0,300,1,300.294,0,"green","right",300.294,0,300.294,300.294,1,300.294,300.29376,"training",0.21
"yes","4b","pair-4","left",13,533.53,1.77788,15,252.047,0,14,48.2472,22.6221,5,9.20902,124.322,8,226.021,6.00588,"green","right",226.021,9.20902,216.81198,216.81198,0.960851000225226,235.23002,300.2942,"training",0.11
"yes","5a","pair-4","right",13,265.813,0.885768,4,285.88,0,3,14.4141,0.600588,3,287.682,11.8116,1,2.40235,0,"green","left",287.682,2.40235,285.27965,285.27965,0.991718443273482,290.08435,300.2941,"training",0.18
"no","5b","pair-4","left",13,880.667,2.93464,16,260.855,0.400392,16,39.4386,0,8,28.628,0,6,19.0186,24.0235,"blue","right",19.0186,28.628,9.6094,-9.6094,0.399159646228692,47.6466,300.2936,"training",0.13
"yes","6a","pair-4","right",13,376.481,1.25454,10,273.468,8.00784,10,26.8263,0,3,291.686,6.20608,0,0,300,"green","left",291.686,0,291.686,291.686,1,291.686,300.2943,"training",0.15
"yes","6b","pair-4","right",13,670.863,2.23551,23,144.542,0,23,155.752,5.2051,9,158.755,0,5,44.4435,88.4866,"green","left",158.755,44.4435,114.3115,114.3115,0.781280373624805,203.1985,300.294,"training",0.11
